"metro","cbsa","TReturns13","tnew13","eitc13","eitcamt13","tchildret_13","tchildamt_13","taddchildret_13","taddchildamt_13","ttf2441_13","ttedcr_13","ttsld_13","trefund13","TREFAM13","ttbal13","ttsumbal13","ttdirdep_13","ttral_13","ttrac_13","ttself13","ttpaid13","TTtotvol13","TT1040_13","TT1040A_13","TT1040ez_13","ITIN13","ttcef13","yr13ttagi_0","yr13ttagi_5","yr13ttagi_10","yr13ttagi_15","yr13ttagi_20","yr13ttagi_25","yr13ttagi_30","yr13ttagi_35","yr13ttagi_40","yr13ttagi_50","yr13ttagi_60","yr13ttagi_75","yr13ttagi_1x","ERETURN13","ENEW13","EEIC13","EEICAM13","EQC0_13","EQC0AMT_13","EQC1_13","EQC1AMT_13","EQC2_13","EQC2AMT_13","EQC3_13","EQC3AMT_13","ECTC13","ECTCAM13","EACTC13","EACTCAM13","ECDCTC13","EEDCR13","ESLD13","EREF13","EREFAM13","EBAL13","EBALAM13","EDIRDP13","ERAL13","ERAC13","ESELF13","EPAID13","EVOL13","E1040_13","E1040A_13","E1040Z_13","ECEF13","EAGI0_13","EAGI5_13","EAGI10_13","EAGI15_13","EAGI20_13","EAGI25_13","EAGI30_13","EAGI35_13","EAGI40_13","EAGI50_13"
"Eau Claire, WI","=""20740""","74,283","2,008","11,222","22,286,989","11,874","16,181,139","6,779","8,789,855","3,397","5,667","8,773","58,448","131,173,762","11,655","40,829,334","46,105",0,"8,055","33,241","38,556","2,469","50,121","13,380","10,758",192,"16,902","6,627","6,498","6,083","5,457","4,901","4,594","4,286","3,644","5,970","4,949","6,008","7,129","8,140","11,222",52,"11,222","22,286,989","3,344","898,817","3,951","8,322,894","2,335","7,499,271","1,536","5,491,059","3,068","2,390,228","5,833","7,413,736",662,510,"1,049","10,701","39,964,584",487,"471,311","9,223",0,"3,284","5,500","5,241",435,"5,709","4,403","1,065","2,307","1,291","1,941","2,165","1,242","1,046","1,033",942,685,700,0
"El Centro, CA","=""20940""","69,326","3,455","30,522","82,343,250","15,433","17,126,701","22,597","28,253,280","1,997","4,051","2,652","59,295","177,611,494","8,144","38,618,742","44,255",0,"13,703","20,733","47,348","1,233","42,149","20,008","7,069","6,030","12,230","4,493","8,265","9,873","8,232","6,685","5,147","3,968","2,950","4,351","3,206","3,559","4,051","4,341","30,522","1,164","30,522","82,343,250","5,706","1,698,332","11,324","27,964,221","8,835","33,384,427","4,598","19,166,162","7,028","4,554,272","19,783","24,341,205",596,767,385,"29,751","118,104,010",746,"661,460","23,259",0,"9,875","8,492","21,375",586,"16,862","11,764","1,853","6,022","1,975","5,418","7,083","4,950","3,534","2,790","2,039","1,402","1,181",35
"El Paso, TX","=""21340""","328,165","15,275","125,864","360,692,059","60,784","67,752,870","90,767","121,835,032","11,223","29,685","23,402","292,637","943,096,587","28,626","94,701,010","258,442",226,"82,968","136,547","177,930","13,505","181,450","97,070","49,072","5,833","63,448","25,657","35,015","43,467","39,110","30,470","24,077","18,574","15,444","24,605","16,640","16,778","17,998","19,487","125,864","3,251","125,864","360,692,059","21,413","6,085,490","45,322","112,853,010","38,232","150,750,010","20,406","89,886,963","28,694","19,539,204","84,742","114,400,013","4,300","7,254","5,050","122,645","577,549,279","3,136","2,861,056","112,634",178,"50,834","46,149","74,940","4,556","65,486","52,599","7,533","31,150","7,874","18,988","29,263","20,731","14,868","11,918","8,945","6,677","5,739",100
"Elizabethtown-Fort Knox, KY","=""21060""","61,714","1,987","14,646","34,922,834","11,658","14,825,567","9,755","12,761,983","2,703","4,679","5,010","51,824","141,206,470","8,117","27,282,643","44,306",0,"12,876","24,759","33,872","3,041","39,452","14,010","8,232",181,"13,559","4,905","5,528","5,690","5,013","4,540","3,899","3,382","3,029","5,012","4,165","4,991","5,605","5,807","14,646",100,"14,646","34,922,834","3,334","937,887","5,331","12,060,859","3,784","13,298,634","2,132","8,468,997","3,638","2,687,769","8,992","11,830,530",700,597,880,"14,280","63,332,172",296,"269,583","13,056",0,"6,483","6,495","7,566",535,"7,195","6,216","1,197","2,684","1,301","2,589","3,038","1,813","1,467","1,288","1,128",904,813,16
"Elkhart-Goshen, IN","=""21140""","87,775","3,630","17,520","42,037,092","18,765","24,465,935","16,334","26,256,514","2,863","4,573","6,281","72,703","201,300,177","10,776","63,621,594","60,006",0,"16,151","40,186","45,995","1,590","50,705","22,964","14,076","5,352","18,421","8,003","7,504","6,977","6,514","6,571","6,410","5,643","5,080","7,878","6,361","6,803","6,751","7,252","17,520",387,"17,520","42,037,092","3,420","943,691","6,192","13,555,008","4,901","16,613,019","2,993","10,882,169","5,777","4,565,083","11,108","15,148,104",845,635,835,"17,148","78,569,386",354,"293,813","15,602",0,"7,433","8,996","8,228",271,"7,789","8,382","1,317","2,949","1,433","2,583","3,218","2,126","1,974","1,862","1,637","1,301","1,276",0
"Elmira, NY","=""21300""","37,924","1,003","7,637","17,036,278","5,641","7,115,323","4,622","5,616,155","1,213","2,137","4,116","31,383","80,364,443","4,832","14,354,035","25,766",0,"7,241","16,781","18,135","3,008","24,132","8,477","5,281",22,"7,120","3,348","3,398","3,425","3,091","2,679","2,254","1,911","1,680","2,897","2,485","2,969","3,417","4,323","7,637",55,"7,637","17,036,278","2,006","548,220","2,787","6,262,566","1,798","6,237,974",970,"3,887,184","1,815","1,310,307","4,337","5,289,659",297,234,496,"7,460","30,296,757",148,"146,779","6,663",0,"3,700","3,634","3,253",695,"3,497","3,374",714,"1,059",868,"1,415","1,594",977,798,618,482,298,249,0
"Erie, PA","=""21500""","124,922","3,722","24,684","56,560,742","17,903","22,581,841","15,268","19,037,197","3,655","8,086","15,659","102,945","258,769,620","15,074","52,949,561","82,736",0,"16,693","56,549","60,274","8,030","76,357","30,077","18,347",146,"22,316","13,961","11,873","11,266","10,240","8,727","7,365","6,458","5,527","9,100","7,702","9,672","10,587","12,141","24,684",397,"24,684","56,560,742","6,113","1,620,290","8,780","19,642,235","6,294","21,982,538","3,347","13,126,302","5,941","4,279,196","14,267","17,787,158","1,004","1,268","2,368","24,089","102,666,708",535,"484,513","21,634",0,"8,680","12,115","10,460","2,025","11,455","11,117","2,058","3,574","2,851","4,346","5,088","3,298","2,623","2,080","1,755","1,257","1,157",0
"Eugene, OR","=""21660""","142,578","4,483","26,227","51,190,771","19,155","23,528,407","15,659","20,146,603","5,010","9,019","13,684","107,390","233,432,967","25,792","94,135,016","83,507",0,"19,684","77,681","58,052","6,791","94,137","27,543","20,642","1,925","34,595","12,534","13,028","12,901","11,885","10,496","9,000","7,681","6,639","10,908","9,047","10,692","12,079","15,276","26,227",266,"26,227","51,190,771","8,732","2,374,899","8,648","18,683,623","5,563","18,659,413","2,962","10,916,025","6,122","4,499,520","13,241","16,690,088","1,390","1,160","1,992","25,035","84,712,804","1,090","959,109","21,102",0,"8,654","15,865","8,507","1,736","12,893","10,350","2,820","5,110","3,166","5,163","5,269","2,825","2,372","2,190","1,844","1,449","1,200",15
"Evansville, IN-KY","=""21780""","139,597","3,960","25,586","57,224,627","22,856","29,825,881","16,197","20,311,810","6,713","8,473","11,089","113,935","293,731,103","18,377","95,755,640","92,985",0,"23,002","58,027","77,406","4,062","86,925","31,665","20,905",689,"28,604","13,324","13,027","12,268","10,344","9,202","7,961","7,179","6,329","10,402","8,444","10,834","13,058","16,644","25,586",260,"25,586","57,224,627","6,592","1,822,741","9,251","20,573,910","6,220","21,584,155","3,352","12,979,316","6,324","4,695,775","14,335","17,546,219","1,460",841,"1,261","25,042","101,994,238",494,"487,602","22,420",0,"11,391","10,669","13,960",823,"11,678","11,244","2,541","3,740","2,877","4,704","5,377","3,086","2,484","2,102","1,856","1,331","1,208",0
"Fairbanks, AK","=""21820""","42,891","1,229","5,726","11,604,544","7,899","10,679,000","4,112","5,764,089","1,940","3,604","4,163","34,525","97,441,176","6,621","24,396,568","30,852",11,"6,485","25,873","15,490","1,488","28,804","7,741","6,242",45,"8,492","3,131","2,610","2,634","2,844","3,121","2,551","2,280","1,972","3,478","2,874","3,556","4,574","7,218","5,726",27,"5,726","11,604,544","1,304","347,127","1,994","3,960,197","1,400","4,237,887",868,"2,800,544","2,258","1,731,718","3,515","4,858,652",407,318,510,"5,586","25,447,735",105,"133,678","5,192",0,"1,973","3,532","1,899",250,"3,264","2,039",368,829,406,781,900,461,534,689,673,525,487,0
"Fargo, ND-MN","=""22020""","102,844","3,136","13,557","27,318,951","17,145","23,610,159","8,286","10,451,619","7,496","9,191","18,047","80,100","182,629,810","18,804","131,122,784","66,215",0,"11,168","46,914","52,569","3,275","67,952","19,554","14,901",167,"25,054","7,330","7,798","7,294","7,087","6,891","6,413","5,844","5,026","8,141","6,508","7,910","10,304","15,400","13,557",287,"13,557","27,318,951","3,954","1,072,066","4,810","10,304,724","2,864","9,395,649","1,558","5,773,322","3,784","2,821,860","7,306","9,298,510","1,296",751,"1,642","13,109","50,775,674",376,"452,553","11,185",0,"3,864","6,066","6,338",935,"7,141","4,954","1,167","2,133","1,504","2,306","2,465","1,362","1,347","1,238","1,209",745,642,0
"Farmington, NM","=""22140""","48,593","1,632","13,886","33,908,823","10,598","14,029,666","9,611","12,550,079","1,321","2,473","2,390","40,999","121,494,150","5,841","19,298,458","34,116",0,"5,299","18,661","28,361","1,553","32,269","10,198","6,124",841,"8,874","4,077","4,565","4,695","4,147","3,332","2,955","2,619","2,300","3,676","2,905","3,485","4,195","5,443","13,886",156,"13,886","33,908,823","2,863","815,472","4,849","10,861,487","3,526","12,273,696","2,558","9,762,863","3,987","3,044,682","8,621","11,080,761",390,301,410,"13,660","57,910,480",188,"163,133","12,069",0,"1,990","4,139","9,335",374,"8,206","4,718",917,"1,763","1,392","2,442","2,682","1,810","1,428","1,257","1,106",799,646,25
"Fayetteville, NC","=""22180""","149,215","4,877","46,087","120,694,126","28,708","31,777,977","34,843","45,841,243","8,636","13,148","11,853","127,900","388,045,229","17,913","54,250,273","112,978",24,"46,166","71,793","67,458","9,946","89,615","40,966","18,486","1,812","28,086","9,848","13,027","15,232","13,687","13,842","12,394","10,302","8,018","12,189","9,102","9,895","10,185","11,328","46,087",748,"46,087","120,694,126","7,318","2,036,754","18,454","42,588,908","14,199","52,120,422","5,992","23,769,296","12,466","8,822,098","31,410","40,575,148","3,587","2,937","2,629","45,369","212,641,899",699,"612,984","42,909",0,"25,184","23,630","20,215","2,193","22,704","20,776","2,587","8,605","2,993","7,038","9,487","6,248","5,325","5,082","4,358","2,953","2,365",26
"Fayetteville-Springdale-Rogers, AR-MO","=""22220""","190,395","7,869","42,773","108,049,739","35,726","43,613,033","33,549","47,172,913","9,392","12,164","14,223","152,309","421,036,321","30,754","129,963,567","125,082",0,"35,403","73,496","112,336","4,429","127,952","37,593","24,139","6,446","46,848","14,805","15,792","16,572","16,072","15,101","12,482","10,689","8,852","14,347","11,286","13,043","15,028","25,412","42,773",926,"42,773","108,049,739","8,625","2,428,524","15,009","34,486,781","11,918","42,778,230","6,948","27,681,458","12,515","9,163,636","27,999","37,957,120","1,678","1,517","1,558","41,372","182,291,357","1,277","1,256,856","36,317",0,"18,898","14,264","27,275","1,079","24,413","15,437","2,725","9,709","3,423","6,337","7,980","5,893","5,381","4,280","3,490","2,521","2,475",36
"Flagstaff, AZ","=""22380""","52,983","2,122","11,896","26,559,966","8,782","10,955,888","8,119","10,984,233","1,908","4,143","4,866","41,812","101,793,328","8,869","28,883,105","34,832",0,"11,786","23,619","27,262","2,046","33,037","11,683","8,164",872,"11,935","4,494","5,047","5,176","4,714","3,854","3,344","2,909","2,531","3,912","2,916","3,669","4,179","5,950","11,896",238,"11,896","26,559,966","3,236","892,925","3,950","8,906,118","2,790","9,785,256","1,746","6,706,289","3,084","2,297,048","6,797","8,744,007",394,444,613,"11,574","44,627,192",289,"257,997","10,265",0,"5,859","4,561","6,647",615,"5,945","4,758","1,149","2,040","1,218","2,174","2,481","1,528","1,127","1,055",892,639,496,0
"Flint, MI","=""22420""","182,198","6,160","42,150","107,096,308","25,214","31,624,951","26,764","33,460,053","5,414","13,066","14,305","149,129","383,634,948","23,026","66,014,133","122,282",0,"31,657","70,454","107,135","4,595","126,623","33,797","21,709",95,"38,977","19,352","18,453","20,815","16,370","12,591","10,254","8,608","8,146","12,647","10,200","12,045","14,301","18,259","42,150",755,"42,150","107,096,308","9,845","2,581,378","15,288","36,475,775","11,128","42,680,087","5,757","25,143,479","7,978","5,640,504","25,216","31,595,399","1,176","2,197","2,301","40,899","163,965,789","1,180","978,224","36,671",0,"18,334","17,843","23,672",579,"24,807","14,300","3,004","12,381","4,119","8,459","10,827","6,048","3,785","2,961","2,430","1,780","1,513",11
"Florence, SC","=""22500""","80,332","2,581","26,339","70,402,559","13,208","14,462,124","17,836","21,997,580","4,128","5,213","4,723","66,682","188,755,217","11,025","37,956,944","53,514",111,"23,879","30,252","48,494","1,548","49,098","21,857","9,368",560,"17,117","6,459","8,271","9,916","8,377","6,774","5,483","4,488","3,654","5,573","4,089","4,651","5,449","7,085","26,339",400,"26,339","70,402,559","4,829","1,339,787","10,997","26,986,102","7,796","30,474,065","2,692","11,558,519","5,655","3,794,560","16,690","20,271,945","1,604","1,364",759,"25,864","109,514,296",437,"373,708","23,365",106,"15,433","9,645","16,307",345,"13,358","11,290","1,672","5,402","1,877","4,545","6,472","4,239","2,993","2,387","1,781","1,119",778,0
"Florence-Muscle Shoals, AL","=""22520""","58,247","1,828","13,662","33,350,663","9,468","11,559,234","8,894","11,209,131","2,073","3,536","3,221","47,572","124,912,192","8,410","32,759,369","39,632",0,"9,030","13,736","43,174","1,302","41,761","10,157","6,310",379,"14,788","4,664","5,469","6,101","5,211","4,418","3,569","3,160","2,593","4,289","3,621","4,202","4,951","5,946","13,662",89,"13,662","33,350,663","3,149","869,445","5,384","12,716,928","3,611","13,469,298","1,489","6,198,883","3,137","2,260,027","8,017","9,765,565",600,529,494,"13,217","54,454,958",438,"319,101","12,041",0,"5,189","3,039","10,275",310,"8,447","4,251",918,"3,617","1,150","2,393","3,151","1,932","1,421","1,165",977,737,623,0
"Fond du Lac, WI","=""22540""","48,060","1,336","6,035","12,453,416","8,023","11,080,317","4,262","6,125,333","1,864","3,431","4,156","37,630","83,569,449","7,649","29,457,587","28,760",0,"4,652","20,883","25,956","1,173","31,766","9,476","6,813",721,"9,935","4,165","3,897","3,491","3,128","2,992","2,739","2,660","2,379","4,114","3,398","4,315","5,360","5,386","6,035",37,"6,035","12,453,416","1,591","427,826","2,155","4,543,304","1,362","4,368,702",826,"2,926,955","1,738","1,377,150","3,244","4,139,521",288,253,401,"5,823","22,464,024",171,"170,342","5,068",0,"1,809","3,086","2,734",189,"2,754","2,690",517,"1,047",588,993,"1,062",633,562,523,442,363,392,14
"Fort Collins, CO","=""22660""","138,277","4,212","18,075","33,837,178","20,116","26,793,610","11,522","15,973,942","5,714","12,025","16,757","102,949","230,756,619","27,993","127,188,354","83,515",0,"15,645","75,893","58,440","3,895","95,793","22,795","19,330","2,041","40,000","11,674","11,125","10,439","9,844","8,815","7,597","6,918","6,150","10,063","8,449","10,623","13,584","22,774","18,075",199,"18,075","33,837,178","6,358","1,750,854","5,698","12,151,696","3,778","12,512,654","1,921","7,094,020","4,366","3,348,802","8,731","11,108,822",905,"1,028","1,827","17,096","57,819,987",928,"913,404","14,669",0,"5,308","10,466","6,624",916,"9,849","6,319","1,803","4,387","2,358","3,560","3,621","1,899","1,520","1,418","1,348","1,044",939,11
"Fort Smith, AR-OK","=""22900""","102,423","3,526","29,324","75,239,146","18,971","22,599,948","20,929","27,659,482","3,277","5,022","5,010","85,423","240,866,763","13,088","47,474,345","70,657",0,"22,571","29,857","66,494","6,026","70,325","20,360","11,684","1,629","26,551","8,701","9,782","10,806","10,051","9,070","6,854","5,413","4,551","7,955","6,095","6,963","7,416","8,026","29,324",390,"29,324","75,239,146","5,907","1,643,317","10,476","24,560,481","8,255","30,331,756","4,446","18,207,385","7,621","5,511,893","18,700","24,214,179",875,582,697,"28,545","122,783,905",613,"615,280","25,225",0,"13,567","7,660","19,965","1,519","17,839","9,752","1,567","6,616","2,478","4,647","6,006","4,330","3,466","2,603","2,035","1,405","1,516",13
"Fort Wayne, IN","=""23060""","191,312","6,458","37,524","90,552,996","32,804","43,938,649","26,881","37,024,921","7,611","13,721","19,619","155,687","406,752,703","25,579","113,112,913","124,956",0,"27,941","94,481","90,408","6,213","122,701","41,940","26,432","2,384","41,334","18,784","17,835","17,384","14,698","12,827","11,666","10,233","9,073","14,706","11,761","14,454","16,597","20,549","37,524",503,"37,524","90,552,996","8,586","2,305,336","12,939","29,151,333","9,766","34,789,589","5,967","23,762,634","9,457","7,112,816","22,652","29,980,189","1,766","1,823","2,659","36,545","157,081,664",871,"786,810","32,050",0,"13,406","20,317","15,609","1,360","18,695","15,621","3,028","7,497","3,779","6,299","7,845","4,661","3,836","3,383","2,945","2,170","1,943",24
"Fresno, CA","=""23420""","342,929","15,839","106,933","288,500,455","72,075","78,789,054","95,273","134,223,399","13,305","22,738","19,262","278,966","819,839,284","51,647","253,322,830","202,916",23,"60,789","135,693","200,492","6,562","212,180","90,875","39,548","26,713","71,438","22,328","32,496","38,791","35,939","29,493","25,079","21,371","16,123","24,859","18,357","20,366","22,315","33,887","106,933","3,954","106,933","288,500,455","17,276","4,802,007","39,489","93,518,804","31,402","115,894,815","18,254","73,245,520","30,203","20,905,410","72,161","93,168,673","3,776","4,146","3,355","103,718","440,487,875","3,092","3,238,424","81,475",0,"36,014","42,682","61,519","2,385","56,186","43,960","6,418","20,976","7,175","16,593","22,529","16,529","12,328","10,716","9,029","6,057","5,023",82
"Gadsden, AL","=""23460""","39,335","1,249","11,378","30,143,278","6,618","7,620,792","7,730","9,892,181","1,592","2,415","1,699","33,323","94,055,971","4,649","15,102,721","27,814",0,"9,761","10,986","26,825","1,512","25,696","9,084","4,545",354,"9,236","3,015","3,758","4,603","3,981","3,417","2,660","2,163","1,849","3,017","2,219","2,760","2,909","2,922","11,378",137,"11,378","30,143,278","2,281","640,806","4,433","10,788,853","3,313","13,003,980","1,343","5,675,985","2,519","1,763,485","7,046","8,848,328",468,470,289,"11,061","48,435,904",302,"234,591","10,137",0,"5,894","3,024","8,022",308,"6,359","4,318",684,"3,020",818,"1,873","2,676","1,828","1,282",991,773,538,503,0
"Gainesville, FL","=""23540""","104,451","3,898","22,380","51,976,387","13,966","16,146,288","14,166","18,884,268","5,678","9,415","9,605","84,345","214,344,983","15,468","57,992,739","71,981",38,"14,890","64,370","37,416","2,626","57,700","28,160","17,079","1,033","22,751","9,219","9,860","10,301","9,627","8,237","6,909","5,694","4,810","7,398","5,697","6,524","7,781","12,204","22,380",296,"22,380","51,976,387","6,235","1,713,761","8,179","19,244,295","5,495","20,972,190","2,333","9,783,427","4,824","3,336,825","12,569","15,969,887","1,771","1,236","1,241","21,700","88,023,693",642,"539,435","19,779",0,"7,718","13,896","7,897",514,"9,796","10,167","2,344","4,777","2,267","4,100","5,019","3,112","2,385","1,930","1,570","1,011",707,0
